"","x"
"78",5.79181368542852e-07
"79",3.31020755462488e-06
"80",0.040158532098962
"81",6.38747819334689e-08
"82",0.000654011701397186
"83",1.75076241721356e-08
"84",2.47214189814005e-05
"85",2.8394947292998e-07
"86",0.0149652925223407
"87",2.70561653924492e-05
"88",9.07525921651159e-09
"89",4.27644907421997e-09
"90",6.90129366842219e-06
"91",0.000294239536305552
"92",0.0704502844107038
"93",0.358333344093387
"94",4.76131619602011e-07
"95",0.000258654302748569
"96",0.000680925653500552
"97",0.00417313172546865
"98",2.11214946633417e-05
"99",1.19153926991071e-07
"100",0.000352014277021439
"101",0.00219370525895631
"102",0.00558644182098365
"103",0.000194659532221817
"104",0.077655619394088
"105",0.000612150376246438
"106",4.2997501045907e-05
"107",0.000878317081517733
"108",9.55355713727416e-05
"109",3.69981958993666e-06
"110",0.000345194812699149
"111",0.00408949006815064
"112",4.60885220197332e-07
"113",1.05064992292296e-07
"114",1.57773797507485e-07
"115",0.00247548025503613
"116",1.77771019763862e-05
"117",2.8560597589963e-05
"118",2.45604933293397e-06
"119",1.07331769273049e-05
"120",0.000519255046768348
"121",0.000183775138881371
"122",0.000384642271379034
"123",0.00677897311309274
"124",1.67034735561646e-07
"125",0.00111288139906366
"126",0.000501573061452828
"127",1.99816738816452e-06
"128",2.26193342472641e-05
"129",0.000177650325990664
"130",0.00846477001807574
"131",1.9414668064105e-08
"132",0.117238089595152
"133",6.56968102942952e-07
"134",7.33907724112381e-10
"135",5.55804672841093e-07
"136",1.98372423348045e-06
"137",0.000508603208033961
"138",1.66655633184259e-07
"139",0.000892801419405512
"140",6.0579063445186e-07
"141",1.48662834981272e-05
"142",0.000134326550439869
"143",1.27746026282742e-05
"144",6.20234169459005e-09
"145",1.20259446205391e-05
"146",1.40713901065049
"147",2.23759473822134e-07
"148",0.0016884272545132
"149",3.82100871749733e-08
"150",0.000175971913166395
"151",0.000931411929562429
"152",7.58985580532907e-09
"153",5.60214417932552e-06
"154",2.6108607510491e-05
"155",0.000104238674862217
"156",5.81330266597524e-06
"157",4.13498561702184e-06
"158",3.91471844640026e-06
"159",1.38453835359867e-07
"160",0.00454332184958658
"161",8.35521741172786e-06
"162",7.21319902994879e-06
"163",4.12888382986691e-08
"164",2.41240462909871e-06
"165",8.56184940087677e-07
"166",0.0183403893844577
"167",7.446512757218e-06
"168",5.73847560446209e-07
"169",3.41919231230439e-06
"170",0.00041166497400247
"171",4.07582319797483e-06
"172",0.0808921283585639
"173",0.00021412839711094
"174",1.20753362031423e-05
"175",0.00145065949892864
"176",8.50353940546825
"177",9.72120291811165e-08
"178",1.60399424565406e-08
"179",1.50889064760027e-05
"180",0.0001275421751785
"181",8.60534193516429e-05
"182",0.000240423369550765
"183",8.57563930047562e-05
"184",0.00466901762272267
"185",2.07058123254104e-06
"186",1.57580804244062e-05
"187",2.5167776882053e-05
"188",9.85490954703441e-07
"189",5.49601463798798e-09
"190",0.000104520436535016
"191",3.62625533556546e-08
"192",1.66601023340912e-09
"193",8.01948948238296e-10
"194",8.21028244741293e-06
"195",0.00119046597615744
"196",3.61290633852579e-05
"197",0.00106523144735932
"198",2.07484262954547e-07
"199",0.00253367060290295
"200",2.1359734556821e-06
"201",0.08531426019591
"202",3.11283699040577e-07
"203",4.48502258265959e-09
"204",0.0057802330574373
"205",5.40503044631194e-07
"206",1.1329696836663e-05
"207",0.017606758431094
"208",4.18563511987229e-05
"209",3.05608631090421e-09
"210",0.000363034316770386
"211",4.17879445969197e-06
"212",1.84371616501028e-05
"213",0.0120900064599956
"214",0.000322539386961784
"215",0.000621352094752829
"216",0.000779172217106809
"217",5.41139572206667e-06
"218",0.000265428247875806
"219",0.000110140571055652
"220",4.76317965751252e-08
"221",3.42081813495017e-05
"222",8.24021695966211e-08
"223",1.34002555269198e-05
"224",0.000333041385867807
"225",1.13365097336277e-06
"226",0.017288285182876
"227",8.87998077422956e-08
"228",2.88032484632719e-07
"229",0.032319499731168
"230",1.2987448289635e-06
"231",1.31032323061883e-06
"232",1.88780175076129e-07
"233",8.63076350926229e-09
"234",2.58513019679676e-07
"235",3.39315125011296e-05
"236",5.23745996535131e-06
"237",8.50855465587209e-07
"238",8.31017462419026e-07
"239",6.51938783631337e-06
"240",1.50848839598479e-05
"241",2.31941426275205e-08
"242",0.00151919965258764
"243",5.09081621139774e-06
"244",7.51035557464401e-05
"245",0.00030481167658669
"246",7.9788657128328
"247",0.013435027446999
"248",0.00268987066913325
"249",4.30163487138481e-07
"250",3.67526351239827e-06
"251",3.05524442179492e-08
"252",0.00208675643369694
"253",3.60106464197512e-06
"254",1.19810655159812e-07
"255",1.83757074768656e-06
"256",9.13947442462765e-07
"257",3.65832625507948e-05
"258",2.10311987784911e-05
"259",6.20050885323479e-08
"260",1.26353374284997e-06
"261",1.15722231066555e-05
"262",9.55679162828733e-06
"263",2.71243797358108e-06
"264",3.91020242991826e-05
"265",4.11236885176805e-08
"266",5.10863009190398e-06
"267",1.18641755351182e-05
"268",0.000674593000436809
"269",2.08804444069425e-07
"270",3.1801238740766e-07
"271",8.58902602759699e-05
"272",0.00011293039417746
"273",1.47832939124404e-07
"274",2.76932437636223e-07
"275",5.01221729171401e-05
"276",0.0184512060806246
"277",1.85550566304409e-06
"278",2.39199433545801e-07
"279",9.83493189628026e-08
"280",2.2427062256703e-05
"281",4.7777242232476e-05
"282",2.73593616728113e-08
"283",0.000324401602753378
"284",0.000132195671019122
"285",3.02120226743414e-07
"286",1.44383433928581e-11
"287",0.000171382797705656
"288",0.00495099631665448
"289",0.000740189353302002
"290",0.00512283386950889
"291",0.0533698157364453
"292",8.09697876845172e-09
"293",0.00758035109427027
"294",2.62530541281024e-08
"295",1.99690329709812e-05
"296",4.27857201179168e-05
"297",9.12215818828444e-05
"298",6.76754614127315e-06
"299",8.97702043837046e-05
"300",1.47358191657779e-06
"301",2.60392520271985e-05
"302",4.4089082525965e-05
"303",0.00347810409228863
"304",0.000115077106407177
"305",8.41956237265784e-08
"306",0.000674718325495988
"307",0.000113466514058935
"308",9.02491256031771e-05
"309",1.42667546749191e-06
"310",0.00429260875169218
"311",8.74852467475617e-05
"312",0.00716952266669883
"313",1.18181536502108e-07
"314",3.9010147445797e-06
"315",0.00033675611067683
"316",2.11485123035575e-08
"317",7.99514097148007e-05
"318",0.000598206024988746
"319",4.84049959362129e-06
"320",9.18328329469073e-07
"321",6.95433451305913e-05
"322",0.00486936984612477
"323",9.24332389580811e-05
"324",0.00549052766599226
"325",0.000250370165103369
"326",0.69187688402688
"327",1.16520988826308e-07
"328",5.88529242498686e-08
"329",8.34916510283415e-06
"330",8.25106699191791e-07
"331",1.62399474454105e-07
"332",0.00402034214966345
"333",4.27363923099385e-08
"334",0.00298004062180441
"335",6.90628477661204e-09
"336",0.000249920145728713
"337",0.0131029892527928
"338",0.000311574244911412
"339",0.000105797258892519
"340",0.000197318906636972
"341",2.26225744586087e-09
"342",2.10480613945176e-05
"343",1.76924957656233e-07
"344",6.93458408028551e-07
"345",2.60937613697161e-06
"346",1.14672860206602e-07
"347",0.00262803923406703
"348",1.42475635225049e-05
"349",6.98580906750773e-07
"350",0.00942905406492859
"351",1.04540070487356e-05
"352",0.00014708158915658
"353",0.000394182661573878
"354",2.2636359359852e-07
"355",6.55510354253098e-06
"356",1.82380925232299e-06
"357",1.37614531226778e-05
"358",2.6156960734277e-05
"359",8.74124183154823e-05
"360",0.000140540683763033
"361",2.82942705530961e-08
"362",0.00824037693833753
"363",5.38598820402546e-05
"364",8.01140221456427e-06
"365",3.90947844026758e-05
"366",0.00113308046135056
"367",8.35989239608934e-09
"368",5.39237451063511e-05
"369",0.000175922495570457
"370",0.00336286089424103
"371",1.37108893276723e-09
"372",0.000335991483038051
"373",0.000475362029983151
"374",1.2191537269861e-06
"375",7.46626862948287e-06
"376",1.46291082577458e-08
"377",4.15642001524866e-08
"378",0.00182116574535381
"379",7.12531708449014e-05
"380",1.31292068063644e-06
"381",2.09524557731171e-06
"382",0.00292656000056585
"383",2.45884727974038e-11
"384",1.29697442554016e-06
"385",0.011421592266347
"386",2.70472606377704e-07
"387",4.31172700887079e-07
"388",0.0155163805452383
"389",1.24933614646772e-06
"390",0.000515434715727597
"391",3.23679824709783e-05
"392",1.41625347575512e-07
"393",0.00104626464166977
"394",6.28357706173261e-07
"395",0.00206752707846363
"396",4.10974088582441e-06
"397",0.947758316014165
"398",1.83285226713648e-10
"399",0.000525164944093787
"400",7.49430622832072e-07
"401",9.80939340936066e-05
"402",5.6870734847824e-05
"403",1.45811283666887e-09
"404",3.37012103922553e-05
"405",8.409533809338e-05
"406",0.00303942942709846
"407",0.00016981082857748
"408",5.78679809649321e-07
"409",0.000507637661364584
"410",0.0193276646514074
"411",5.82051003133877e-11
"412",0.000156394365608071
"413",0.0139553542509044
"414",5.7531119719e-08
"415",1.94104892310493e-05
"416",0.0163558575420165
"417",5.24291998468277e-08
"418",3.74160506675949e-05
"419",6.95088007132366e-05
"420",1.49887966801171e-05
"421",1.64480578712501e-08
"422",3.20234542263554
"423",3.17315196161073e-07
"424",1.00883853356029e-06
"425",1.49309342903321e-05
"426",0.00147016493382494
"427",4.34324622584898
"428",3.91904077813962e-08
"429",0.0820178274036341
"430",1.69011092678812e-05
"431",5.06989593828293e-05
"432",8.20441011778585e-09
"433",0.000208826073542946
"434",0.0039189548031352
"435",2.5961032453488e-06
"436",7.78152327232396e-08
"437",0.00578969629120208
"438",1.70321361393191e-05
"439",0.000797801452086934
"440",0.00368357246122884
"441",3.21958083118865e-07
"442",2.477169526529e-05
"443",0.00038503734262598
"444",0.00132991068624884
"445",9.15363055272844e-05
"446",5.36923749638682e-05
"447",2.88652825146263e-06
"448",0.00135849940375917
"449",3.23699539979734e-08
"450",8.64637135639228e-09
"451",0.000121718610379895
"452",0.000600320631513122
"453",2.23179766928083e-08
"454",0.00352575780545235
"455",3.81668768815959e-09
"456",6.9642004795718e-07
"457",7.46039454920693e-08
"458",0.0256724139849466
"459",5.20224065926303e-05
"460",1.29425547638923e-07
"461",7.65375949995984e-05
"462",1.21486991183635e-06
"463",0.0330713525318633
"464",3.41486576507865e-05
"465",1.98189618230726e-06
"466",1.95964487666503e-07
"467",5.32348888811111e-06
"468",4.75072196056694e-06
"469",1.84534728942167e-05
"470",0.000693263235487514
"471",4.32112965055877e-05
"472",1.51573488438903e-07
"473",0.00103967130454134
"474",0.000367595386143909
"475",2.70213434610423e-07
"476",9.17570637602896e-08
"477",5.49124034693446e-08
"478",6.85860505450003e-06
"479",3.65083345292053e-06
"480",0.000727871962071689
"481",3.03090831406852e-08
"482",7.34568899114127e-08
"483",3.52340834402535e-05
"484",2.56015650940208e-07
"485",1.27520674457386e-05
"486",1.07985167348229e-07
"487",0.000101889748215594
"488",1.3776552887152e-07
"489",0.00312047377179922
"490",2.03556532258158e-07
"491",1.04151352055587e-06
"492",9.13666014672977e-07
"493",1.59601348748637e-05
"494",0.103241410542666
"495",7.72882634854435e-06
"496",2.6073492445653e-05
"497",0.000370971549265449
"498",8.2734440754447e-08
"499",8.89226477169627e-11
"500",2.19171054378809e-07
"501",0.000767991926164681
"502",0.0011369570149663
"503",0.00552310298348668
"504",1.9186266325356e-05
"505",1.8359087045375e-07
"506",2.60974709395705e-06
"507",0.00154379288425155
"508",6.22528995275087e-05
"509",0.000278561101612313
"510",1.03722730116169e-07
"511",1.4956833196783e-05
"512",0.0099692251050369
"513",0.000143074087651347
"514",3.84293127064947e-05
"515",3.14079902280333e-05
"516",4.31288768776857e-08
"517",1.72520682132289e-07
"518",2.48180662947375e-06
"519",0.00104360471196356
"520",2.79457323378352e-05
"521",0.0138072084218658
"522",3.05267028087225e-06
"523",0.000272682642159497
"524",0.000164520189092508
"525",0.00348521352857818
"526",0.000974686796530799
"527",0.00177404747177541
"528",1.72158440984533e-08
"529",0.00310393419109408
"530",3.9983170638093e-07
"531",6.36347741380664e-06
"532",0.134005747663785
"533",5.44461149819205e-05
"534",3.08795016455296e-10
"535",2.5869152269495e-05
"536",9.87667882952298e-09
"537",1.11154918609263e-06
"538",0.0425658817272347
"539",0.00137513627252753
"540",0.137479621753882
"541",0.000362108370099304
"542",0.000106842053605422
"543",0.00563997523291282
"544",0.000703082238135176
"545",0.034762653257304
"546",3.28793966395167e-05
"547",3.68615660608852e-06
"548",9.48625625178107e-07
"549",1.30476508664291e-06
"550",4.47441243533649e-06
"551",3.04048287183747e-05
"552",1.22878790895903e-05
"553",3.51616087745957e-07
"554",7.54678785255039e-05
"555",2.54883081557907e-06
"556",7.86884373159876e-08
"557",9.31711986278051e-06
"558",1.805874460285e-06
"559",2.44844538220756e-08
"560",1.44499637954083e-06
"561",0.403271815405481
"562",4.73560272732352e-05
"563",0.0038044199010228
"564",0.0251019164393907
"565",1.00489002623542e-06
"566",1.70834192686097e-05
"567",1.27982808961064e-08
"568",0.00680448775818835
"569",4.23802554671574e-05
"570",4.64577229045033e-05
"571",0.0087238629555975
"572",0.000685302351224662
"573",6.27371049539357e-05
"574",6.14794291703568e-05
"575",0.00218277284612269
"576",6.22503716370423e-05
"577",0.000183095528488584
"578",0.000175389975162832
"579",6.02380319814994e-06
"580",0.143868038465168
"581",0.000263041415917464
"582",0.000694820995802817
"583",0.00818223917589777
"584",2.88388375865873e-07
"585",0.0612400595979464
"586",0.000140628943611733
"587",7.7758300977699e-05
"588",3.18344402021281e-09
"589",2.24087728268316e-05
"590",8.91975383346776e-06
"591",3.43953714960698e-07
"592",4.29781640067113e-05
"593",0.00130044665834906
"594",2.74322944146101e-05
"595",0.000264207546686381
"596",1.16903990531506e-10
"597",4.42080305638721e-05
"598",6.53212247320679e-05
"599",8.08834016094911e-07
"600",3.11902484169904e-10
"601",6.16696280614785e-07
"602",2.85861468477537e-05
"603",1.43945948667948e-07
"604",7.59939744273366e-06
"605",5.04424924221474e-09
"606",4.09502638846179e-05
"607",2.26144246513629e-05
"608",7.1600262837825e-07
"609",2.90530483031671e-05
"610",0.120180767844727
"611",2.64878093994901e-08
"612",0.000157975737300935
"613",0.0153919322837205
"614",3.36033514295918e-08
"615",4.64352603260559e-06
"616",9.10673607111798e-06
"617",0.000745253428633115
"618",2.75034719740944e-08
"619",0.000110871377434156
"620",0.000275802183758621
"621",5.79442399168107e-06
"622",1.10164929368084e-06
"623",0.00319080957472185
"624",9.68125338995121e-08
"625",0.000102724262195584
"626",1.0883550842995e-06
"627",7.65692146925446e-07
"628",0.050727484444855
"629",1.81207829986783e-05
"630",1.41496045480407e-06
"631",0.00091979888286443
"632",6.59931029149203e-05
"633",1.20668354856637e-05
"634",1.48449224990922e-05
"635",2.28817950474061e-09
"636",6.3207769468697e-09
"637",0.0325435938886143
"638",1.63018162883497e-05
"639",0.00495968953001578
"640",7.94000937201684e-05
"641",6.75440719618431e-05
"642",0.0662991511243251
"643",1.61277688247379e-07
"644",0.00025800927446256
"645",0.000154962593497561
"646",1.5145689908005e-05
"647",1.33036376782764e-06
"648",5.72501643102504e-08
"649",0.925486189568166
"650",5.39744974908876e-08
"651",9.79664867380868e-07
"652",7.32560362678207e-05
"653",2.38719618006076e-05
"654",6.96676915335084e-10
"655",0.000268199598102144
"656",1.17084952431043e-05
"657",5.02228678998654e-05
"658",3.59348482363852e-05
"659",0.00451982507613548
"660",3.04721070804394e-06
"661",1.40891772373266e-05
"662",0.000252488109884623
"663",1.38443904640228e-05
"664",2.88948686346677e-07
"665",1.91303393503173e-07
"666",4.88637840490545e-06
"667",9.35769966191769e-07
"668",5.18876178840829e-05
"669",0.000467293666576673
"670",0.00278867733340202
"671",8.73480856984648e-06
"672",1.29530626802299e-09
"673",4.2418912123295e-09
"674",3.1440147273093e-05
"675",0.366659215857386
"676",0.0003166147862471
"677",0.000297265614526612
"678",7.37456992448882e-09
"679",0.0198453659360418
"680",0.000282787547325557
"681",0.000337797123199525
"682",0.000361614709779788
"683",1.04308246400246e-06
"684",3.0137869380845e-07
"685",1.8877345910325
"686",1.55241719491804e-05
"687",4.22700915785365e-06
"688",1.73157333315698e-05
"689",0.000546817355925573
"690",0.00926234532408871
"691",0.00027055615455339
"692",3.83857773462524e-05
"693",6.43274007425755e-07
"694",2.15743410726024e-11
"695",8.63762787022612e-06
"696",4.39733762628436e-07
"697",1.64126164296084e-05
"698",0.00248384884180229
"699",6.07028419409441e-09
"700",7.35080273391426e-07
"701",0.000247411140934124
"702",0.00590616813676163
"703",0.00433679899068429
"704",2.06755513882301
"705",1.76036260743063e-05
"706",0.00223885133639306
"707",3.9756377373455e-05
"708",0.00226620857237849
"709",0.00201497160318893
"710",6.00214543821423e-07
"711",0.00356907073789208
"712",2.64561417209173e-06
"713",2.56999952852036e-10
"714",0.00141470452259126
"715",0.000336636134076364
"716",0.00124977257196043
"717",1.00447672463103e-05
"718",2.64077318659639e-07
"719",4.257417091154e-06
"720",1.34930355411609e-08
"721",4.50809367009721e-08
"722",0.00710079749346732
"723",8.83643983237406e-06
"724",0.000263832290209291
"725",7.20906053532334e-05
"726",3.56959697394195e-07
"727",1.38527156760948e-06
"728",1.92404917614461e-06
"729",0.000330807359443117
"730",1.59451424941276e-07
"731",1.21589197400719e-08
"732",1.69201779493164e-08
"733",2.07447022720165e-09
"734",3.70707799621906e-11
"735",1.00251866109934e-05
"736",2.78613761159435e-07
"737",4.74713715753974e-11
"738",1.82796288043286e-07
"739",6.64802423713773e-06
"740",6.81467781598141e-05
"741",0.000104280624761596
"742",9.61867622506956e-07
"743",9.47263145607238e-06
"744",1.44166979117566e-05
"745",9.74265421992918e-08
"746",0.00010033996247787
"747",0.0406500744464011
"748",0.000110997407246141
"749",1.72730950859568e-05
"750",0.892634695365247
"751",7.46648267581681e-07
"752",0.000147868741939355
"753",0.204661271903152
"754",0.00152587091352101
"755",4.44858908518718e-05
"756",1.46642708103946e-06
"757",0.000811887458974911
"758",3.66787716241897e-05
"759",0.000345756164999463
"760",2.39158217731856e-05
"761",1.20884590512107e-07
"762",1.08457618664583e-07
"763",8.71175518397934e-06
"764",1.39323220538505e-05
"765",0.000197211921671297
"766",3.86949189861594e-06
"767",1.00237784858e-06
"768",0.565359210175402
"769",1.09430434037081e-06
"770",0.00375477331204471
"771",5.05743640394024e-05
"772",1.37075789064637e-05
"773",3.27346310649748e-09
"774",9.80810170968545e-07
"775",0.000249091378233439
"776",0.00521326928213645
"777",1.21402167482828e-05
"778",0.00118014873259603
"779",0.000105344932028872
"780",0.000884936203889676
"781",9.81093488338965e-08
"782",0.355309350620414
"783",3.09993881377229e-05
"784",3.05979172418482e-06
"785",3.05313935763063e-05
"786",8.69658650807104e-07
"787",2.88836253730609e-10
"788",1.41396411302711e-07
"789",1.34391957571143e-05
"790",0.000564643127713718
"791",2.2136092559918e-07
"792",0.00305980784594155
"793",8.61187735915414e-07
"794",3.51395174686129e-06
"795",1.00298604238487e-06
"796",0.00149115796905661
"797",0.00280989706461675
"798",5.31940814282199e-08
"799",0.0101229993608739
"800",3.35833398348726e-07
"801",1.95069745099779e-06
"802",1.34517825328356e-05
"803",0.000441741180256136
"804",1.94413254443547e-06
"805",0.0269551733791331
"806",0.000392994890505896
"807",1.24830142231877e-08
"808",0.000577487550888441
"809",0.000409854950834031
"810",2.29369384929868e-06
"811",7.31845055088833e-08
"812",0.000446842989600184
"813",7.41315142526324e-05
"814",1.06886342119321e-05
"815",0.00135212561772258
"816",0.012475758259734
"817",0.00575600335930114
"818",0.00020870669843893
"819",4.38993551086895e-07
"820",1.0270478419862e-05
"821",0.00014820098291735
"822",6.40666066527825e-07
"823",5.78884492415371e-05
"824",0.0131781271155995
"825",0.000174538665095777
"826",1.5486092203982e-05
"827",0.00864981957602316
"828",0.000557137131774342
"829",3.61829556935625e-05
"830",5.56696667672027e-06
"831",1.65873372727286e-09
"832",0.00018823482026276
"833",1.13020976840126e-07
"834",1.79272756545809e-08
"835",1.25509808414616e-06
"836",1.20042134978526e-05
"837",4.06250697923951e-06
"838",0.000678289184629717
"839",2.26628396626659e-08
"840",8.51467566930131e-10
"841",4.24868555657061e-05
"842",0.000134477283906768
"843",1.07312818782911e-07
"844",0.000559523770050758
"845",0.00209764687312066
"846",8.90974372888154e-05
"847",0.00232679352842025
"848",6.84984659905838e-08
"849",6.8688417741198e-05
"850",1.61527221695667e-07
"851",1.94722072878462e-07
"852",0.00160143658157474
"853",5.00904061395606e-05
"854",0.0153077543529829
"855",1.66269378819284e-06
"856",8.292231972779e-08
"857",4.40832383326822e-08
"858",6.94986605703421e-05
"859",0.000477167607331225
"860",0.000141931795326917
"861",3.64549705216397e-08
"862",3.24693421617549e-08
"863",6.02820667554925e-05
"864",0.00318841795599194
"865",3.00093172384963e-10
"866",1.84722115967053e-07
"867",0.011524410824859
"868",0.000893246181315587
"869",5.61019074237971e-06
"870",0.00605990321463756
"871",0.00490487368646386
"872",2.89289114640953e-05
"873",0.000622856650772188
"874",0.000807909277977171
"875",7.44515170670205e-05
"876",3.84180070801015e-06
"877",7.52970414881689e-05
"878",1.42596020631535e-06
"879",0.000179613325773497
"880",4.79703742515031e-05
"881",5.8166717229241e-09
"882",0.00129847917613031
"883",0.0014554873748597
"884",4.10866273071707e-07
"885",0.000832173831635222
"886",8.90556131339547e-08
"887",3.60967674058158e-05
"888",0.0613661146062463
"889",0.000101815432775895
"890",2.19511372432032e-06
"891",0.000146180868818338
"892",1.53646274227143e-07
"893",5.2574119930339e-06
"894",6.48043741266859e-05
"895",1.34491012960377e-05
"896",5.26463963815463e-07
"897",2.98334625606714e-05
"898",4.77596778656578e-06
"899",0.000103831566365521
"900",7.23811164431671e-06
"901",0.00796292391165941
"902",1.00936719218813e-05
"903",2.89270193690529e-06
"904",0.000372032843100029
"905",1.94272858943907e-07
"906",0.00705009261968639
"907",4.90001084998383e-05
"908",1.13869743618841e-06
"909",0.00266031427555976
"910",0.000200152524155592
"911",0.000227797207261619
"912",4.96910894391744e-05
"913",1.13171135393588e-05
"914",5.629442249563e-05
"915",0.000137152039038385
"916",1.18561153210551e-08
"917",0.000105029711448944
"918",8.28768259642816e-05
"919",2.89404454735365e-05
"920",1.11687678443546e-06
"921",0.00286214614360999
"922",0.00203476647169384
"923",1.08202964833192e-07
"924",5.13287180067838e-07
"925",1.40099925130882e-06
"926",3.46347820933881e-07
"927",4.76850441084311e-08
"928",0.000101227728321687
"929",1.90925296216364e-05
"930",0.000953262747470028
"931",0.000958001472351937
"932",1.20988178019398e-05
"933",0.0628290419713438
"934",0.00361160538685889
"935",8.80180076868524e-08
"936",7.09597317355496e-05
"937",1.35989825281035e-06
"938",2.74270552605683e-09
"939",2.18295526306887e-08
"940",0.00529488160893585
"941",9.82776938746612e-05
"942",0.000225000758149078
"943",0.00017030946408617
"944",0.000575755059143298
"945",3.83368731538259e-07
"946",5.19123175965404e-09
"947",5.16364462200845e-06
"948",1.51905267990329e-09
"949",5.18098903577658e-05
"950",4.42474875500627e-07
"951",3.14559442238792e-06
"952",0.00114439360727309
"953",0.24859916043859
"954",7.6352976193496e-06
"955",0.00025520099998523
"956",13.3317829669321
"957",4.75194169895572e-05
"958",6.10812553566218e-06
"959",9.28576502497132e-05
"960",1.53379116579384e-07
"961",0.734036384119567
"962",8.8538323763742e-06
"963",0.00133786539041891
"964",2.63343411908448e-05
"965",0.000150109513409801
"966",5.07093951532358e-05
"967",0.00060413109334486
"968",0.000595813405839311
"969",4.76109301653683e-07
"970",8.12798367578913e-06
"971",7.64744069822555e-06
"972",0.000153348638483369
"973",2.06174807878478e-08
"974",5.16037659505805e-06
"975",1.32229008447816e-06
"976",1.08101407934124e-05
"977",0.00314986334302139
"978",0.0281403189056598
"979",5.88438985455894e-05
"980",3.32185712002172e-08
"981",4.14190745596345e-05
"982",1.19497180025646e-09
"983",1.4794202045425e-12
"984",1.46116019002692e-05
"985",0.0682196615280668
"986",6.49699975441508e-05
"987",4.06176684601283e-08
"988",1.01865218129366e-05
"989",0.000684149839324023
"990",0.00478134696471455
"991",4.81715177911385e-06
"992",0.000188692005938162
"993",4.16047257438019e-06
"994",1.08386495037014e-08
"995",3.57597078967816e-05
"996",2.66838171948471e-08
"997",0.00991108181763419
"998",6.3684438360459e-05
"999",3.58017109262904e-05
"1000",0.00273355702576449
"1001",2.63099511346284e-06
"1002",0.090554980515015
"1003",1.6597642105735e-06
"1004",1.33670980188255e-07
"1005",3.94096699358237e-06
"1006",2.28479175173444e-06
"1007",1.70860400996125e-07
"1008",1.98380728849185e-07
"1009",7.32786372170718e-05
"1010",0.000471810540724862
"1011",0.010155355240476
"1012",4.21473319853824e-07
"1013",0.00220042849808386
"1014",2.05567819956711
"1015",2.2600285931615e-06
"1016",5.01592736513048e-05
"1017",1.76157717530999e-06
"1018",3.43553399185177e-08
"1019",1.65859241143261e-07
"1020",0.000149018249408682
"1021",2.43230815767168e-07
"1022",13.0385180486651
"1023",2.65424620698094e-09
"1024",1.49824698832138e-05
"1025",6.64907574723588e-07
"1026",0.000245881000503499
"1027",2.61888186491666e-08
"1028",5.5403776709708e-07
"1029",3.22959094891665
"1030",1.78454815159942e-05
"1031",1.76629497929567e-07
"1032",0.00320971173374549
"1033",0.000232979823954036
"1034",0.00114930099568228
"1035",5.52128638254049e-05
"1036",3.47870972189486e-05
"1037",0.0143387419220033
"1038",1.44631765652829e-09
"1039",0.000138057121404114
"1040",1.04094178152394e-05
"1041",2.15415612696192e-05
"1042",7.76335495253686e-05
"1043",1.28438802539417e-06
"1044",0.00812962037641963
"1045",8.0893106995666e-06
"1046",0.0172882925227157
"1047",0.000375393870469085
"1048",0.0443107459203094
"1049",0.000833701434959608
"1050",5.28305344007833e-06
"1051",0.000101524294851515
"1052",5.6534925796719e-05
"1053",4.63197087535682e-05
"1054",1.45343196206928e-05
